Code,Cities,State,Airport_Name
14457,Rapid City,SD,Rapid City Regional
14461,Red Bank,NJ,Greely Helipad
14464,Ugashik,AK,Randy Field
14465,Dallas/Fort Worth,TX,Dallas Executive
14466,Big Bear City,CA,Big Bear City Airport
14467,Roseburg,OR,Roseburg Regional
14468,Brooks Lodge,AK,Brooks Lodge Airport
14469,Red Bluff,CA,Red Bluff Municipal
14470,Fort Jefferson,FL,Fort Jefferson Airport
14474,Ruby,AK,Ruby Airport
14475,Rapid City,SD,Ellsworth AFB
14477,Roche Harbor,WA,Roche Harbor Airport
14482,Reed City,MI,Miller Field
14485,Red Dog,AK,Red Dog Airport
14487,Redding,CA,Redding Regional
14488,Reading,PA,Reading Regional/Carl A Spaatz Field
14489,Bend/Redmond,OR,Roberts Field
14490,Red River,ND,Grand Forks AFB
14492,Raleigh/Durham,NC,Raleigh-Durham International
14493,Red Devil,AK,Red Devil Airport
14495,Redlands,CA,Redlands Municipal
14497,Reedsville,PA,Mifflin County
14498,Lubbock,TX,Reese AFB
14500,Rehoboth,DE,Rehoboth Aircrafters
14512,Rockford,IL,Chicago/Rockford International
14520,Rhinelander,WI,Rhinelander/Oneida County
14524,Richmond,VA,Richmond International
14525,Richmond,IN,Richmond Municipal
14526,Rice Lake,WI,Rice Lake Airport
14527,Richfield,UT,Richfield Municipal
14530,Rifle,CO,Rifle Garfield County
14532,Riverside,CA,Flabob
14533,Riverside,CA,March ARB
14534,Riverton/Lander,WY,Central Wyoming Regional
14539,Rockland,ME,Knox County Regional
14541,Rockport,TX,Aransas County
14542,Poteau,OK,Robert S Kerr
14543,Rock Springs,WY,Southwest Wyoming Regional
14546,Rockwood,TN,Rockwood Municipal
14547,Rolla,MO,Rolla Downtown
14548,Richland,WA,Richland Airport
14551,Bornite/Ruby Creek,AK,Bornite Upper
14553,Rome,NY,Griffiss International
14554,Rome,GA,Richard B Russell Regional J H Towers Field
14557,Stafford,VA,Stafford Regional
14559,Rampart,AK,Rampart Airport
14564,McMinnville,TN,Warren County Memorial
14565,San Antonio,TX,Randolph AFB
14567,Rangely,CO,Rangely Airport
14570,Reno,NV,Reno/Tahoe International
14572,Renton,WA,Renton Municipal
14574,Roanoke,VA,Roanoke Blacksburg Regional
14576,Rochester,NY,Frederick Douglass Grtr Rochester International
14577,Rogers,AR,Rogers Executive Carter Field
14579,Roosevelt,UT,Roosevelt Municipal
14582,Rota,TT,Benjamin Taisacan Manglona International
14588,Roswell,NM,Roswell Air Center
14589,Roseau,MN,Roseau Municipal/Rudy Billberg Field
14592,Roundup,MT,Roundup Airport
14593,Lone Pine,CA,Lone Pine Death Valley
14594,Atomic City,ID,Big Southern Butte
14595,Harlowton,MT,Wheatland County at Harlowton
14596,Mendota,CA,William Robert Johnston Municipal
14597,Prosser,WA,Prosser Airport
14598,Lincolnton,NC,Lincolnton-Lincoln County Regional
14599,Covington,TN,Covington Municipal
14600,Perkasie,PA,Pennridge
14601,Nixon Fork Mine,AK,Nixon Fork Mine Airport
14603,China Lake,CA,China Lake Naws
14604,Lowell,IN,Lowell Airport
14605,Sterling,MA,Sterling Airport
14606,Cave Junction,OR,Illinois Valley
14607,Seneca,NY,Seneca AAF
14608,Lovington,NM,Lea County-Zip Franklin Memorial
14609,Woodland,CA,Watts/Woodland
14610,Harbor Springs,MI,Harbor Springs Airport
14612,Lubbock,TX,Lubbock Executive Airpark
14613,Wasco,CA,Wasco-Kern County
14614,Salt Lake City,UT,South Valley Regional
14615,Parowan,UT,Parowan Airport
14616,Burlington,CO,Kit Carson County
14617,Comanche,TX,Comanche County-City
14618,Mary Esther,FL,Hurlburt Field
14623,Warroad,MN,Warroad International Memorial
14627,Russian Mission,AK,Russian Mission Airport
14628,Rosario,WA,Rosario Seaplane Base
14629,Russell,KS,Russell Municipal
14630,Ruston,LA,Ruston Regional
14631,Raspberry Strait,AK,Raspberry Straits
14633,Rochester,MN,Rochester International
14635,Fort Myers,FL,Southwest Florida International
14638,Marguerite Bay,AK,Marguerite Bay Airport
14640,Raton,NM,Raton Municipal/Crews Field
14641,Colton,CA,Morrow Field
14646,Ruidoso,NM,Sierra Blanca Regional
14648,Rutland,VT,Rutland - Southern Vermont Regional
14653,Tulsa,OK,Tulsa Riverside
14655,Rowan Bay,AK,Rowan Bay Airport
14656,Rocky Mount,NC,Rocky Mount-Wilson Regional
14657,Rawlins,WY,Rawlins Municipal/Harvey Field
14658,Rodman Bay,AK,Rodman Bay Airport
14660,Greeley,CO,Weld County Municipal
14668,Roanoke Rapids,NC,Halifax Northampton Regional
14669,Kalispell,MT,Kalispell City
14670,Saratoga,WY,Shively Field
14672,Sacramento,CA,Sacramento Executive
14673,Safford,AZ,Safford Regional1lt Duane Spalsbury Field
14674,Santa Fe,NM,Santa Fe Regional
14675,Sagwon,AK,Sagwon Airport
14679,San Diego,CA,San Diego International
14683,San Antonio,TX,San Antonio International
14685,Savannah,GA,Savannah/Hilton Head International
14689,Santa Barbara,CA,Santa Barbara Municipal
14691,San Bernardino,CA,San Bernardino International
14695,Sheboygan,WI,Sheboygan County Memorial International
14696,South Bend,IN,South Bend International
14697,Salina,UT,Salina-Gunnison
14698,San Luis Obispo,CA,San Luis Obispo County Regional
14699,Steamboat Springs,CO,Steamboat Springs/Bob Adams Field
14700,San Bernardino,CA,Tri-City
14702,South Boston,VA,William M Tuck
14704,Salisbury,MD,Salisbury-Ocean City/Wicomico Regional
14706,Beaufort,SC,Beaufort MCAS
14707,Winnsboro,SC,Fairfield County
14708,Conway,SC,Conway-Horry County
14709,Deadhorse,AK,Deadhorse Airport
14711,State College,PA,State College Regional
14712,Phoenix,AZ,Scottsdale
14713,Schenectady,NY,Schenectady County
14715,Smith Cove,AK,Smith Cove Airport
14716,Stockton,CA,Stockton Metro
14718,Scammon Bay,AK,Scammon Bay Airport
14726,Onida,SD,Onida Municipal
14730,Louisville,KY,Louisville Muhammad Ali International
14736,San Diego,CA,Brown Field Municipal
14738,Sandpoint,AK,Sand Point
14744,Sedona,AZ,Sedona Airport
14745,Sidney,MT,Sidney Richland Regional
14747,Seattle,WA,Seattle/Tacoma International
14749,San Diego,CA,Gillespie Field
14750,Sebring,FL,Sebring Regional
14751,Selinsgrove,PA,Penn Valley
14753,Selma,AL,Craig Field
14756,Seymour,IN,Freeman Municipal
14757,Selma,AL,Selfield
14761,Sanford,FL,Orlando Sanford International
14764,Spokane,WA,Felts Field
14769,Sanford,ME,Sanford Seacoast Regional
14771,San Francisco,CA,San Francisco International
14778,Smithfield,RI,North Central State
14783,Springfield,MO,Springfield-Branson National
14785,Springfield,OH,Springfield-Beckley Municipal
14792,Sugar Land,TX,Sugar Land Regional
14793,Stuttgart,AR,Stuttgart Municipal Carl Humphrey Field
14794,St. George,UT,St George Regional
14795,Saginaw Bay,AK,Saginaw
14797,Skagway,AK,Skagway Airport
14802,Staunton,VA,Shenandoah Valley Regional
14804,Shungnak,AK,Shungnak Airport
14805,Shishmaref,AK,Shishmaref Airport
14810,Shelton,WA,Sanderson Field
14812,Sheridan,WY,Sheridan County
14814,Shreveport,LA,Shreveport Regional
14816,Shageluk,AK,Shageluk Airport
14819,San Juan,PR,Isla Grande
14822,Sikeston,MO,Sikeston Memorial Municipal
14828,Sitka,AK,Sitka Rocky Gutierrez
14830,Montague,CA,Siskiyou County
14831,San Jose,CA,Norman Y. Mineta San Jose International
14833,St. John,VI,St. John Airport
14837,St. Johns,AZ,St. Johns Industrial Air Park
14842,San Angelo,TX,San Angelo Regional/Mathis Field
14843,San Juan,PR,Luis Munoz Marin International
14848,Spokane,WA,Fairchild AFB
14853,San Antonio,TX,Kelly Field
14855,Sitkinak,AK,Sitkinak CGS
14856,Shaktoolik,AK,Shaktoolik Airport
14863,Skwentna,AK,Skwentna Airport
14865,Sandusky,OH,Griffing Sandusky
14868,Storm Lake,IA,Storm Lake Municipal
14869,Salt Lake City,UT,Salt Lake City International
14871,Salem,OR,McNary Field
14874,Chandler,AZ,Stellar Airpark
14875,Saranac Lake/Lake Placid,NY,Adirondack Regional
14877,Salina,KS,Salina Regional
14878,Salem,IL,Salem/Leckrone
14880,Sleetmute,AK,Sleetmute Airport
14881,Sulphur Springs,TX,Sulphur Springs Municipal
14883,Salida,CO,Salida Airport Harriett Alexander Field
14892,Somerset,KY,Lake Cumberland Regional
14893,Sacramento,CA,Sacramento International
14895,St. Michael,AK,St. Michael Airport
14897,Salmon,ID,Lemhi County
14898,Santa Monica,CA,Santa Monica Municipal
14899,Somerville,NJ,Somerset
14902,Stone Mountain,GA,Stone Mountain Airport
14903,Sheep Mountain,AK,Sheep Mountain Airport
14905,Santa Maria,CA,Santa Maria Public/Capt. G. Allan Hancock Field
14908,Santa Ana,CA,John Wayne Airport-Orange County
14915,Snyder,TX,Winston Field
14916,Shawnee,OK,Shawnee Regional
14919,St. Paul,AK,St. Paul Island
14922,Salinas/Monterey,CA,Salinas Municipal
14927,Sidney,NE,Sidney Municipal/Lloyd W. Carr Field
14934,Solomon,AK,Solomon State Field
14938,Pinehurst/Southern Pines,NC,Moore County
14942,Seldovia,AK,Seldovia Airport
14943,Show Low,AZ,Show Low Regional
14944,Spartanburg,SC,Spartanburg Downtown Memorial Simpson Field
14945,Charlotte Amalie,VI,Charlotte Amalie Harbor Seaplane Base
14949,Spearfish,SD,Black Hills Clyde Ice Field
14950,Tampa,FL,Albert Whitted
14952,Springfield,IL,Abraham Lincoln Capital
14955,Saipan,TT,Francisco C. Ada Saipan International
14958,San Pedro,CA,Catalina Air-Sea Terminal Heliport
14960,Wichita Falls,TX,Sheppard AFB/Wichita Falls Municipal
14962,Spencer,IA,Spencer Municipal
14964,Springdale,AR,Springdale Municipal
14965,Santa Ynez,CA,Santa Ynez Kunkle Field
14966,Sterling/Rockfalls,IL,Whiteside County-Jos H. Bittorf Field
14967,San Carlos,CA,San Carlos Airport
14972,Sequim,WA,Sequim Valley
14975,Searcy,AR,Searcy Regional
14977,Novato,CA,Hamilton AFB
14986,Sarasota/Bradenton,FL,Sarasota/Bradenton International
14987,Stony River,AK,Stony River Airport
14988,Salisbury,NC,Mid Carolina Regional
14992,Christiansted,VI,Christiansted Harbor Seaplane Base
14993,Sumter,SC,Shaw AFB
14996,Brunswick,GA,St Simons Island
14999,Sault Ste. Marie,MI,Sault Ste. Marie Metropolitan Area
15003,Stuart Island,WA,Stuart Island Airpark
15008,St. Cloud,MN,St. Cloud Regional
15010,Stevens Point,WI,Stevens Point Municipal
15011,Starkville,MS,George M. Bryan
15012,St. George Island,AK,St. George Island Airport
15014,St. Joseph,MO,Rosecrans Memorial
15015,Sterling,CO,Sterling Municipal
15016,St. Louis,MO,St Louis Lambert International
15020,Minneapolis/St. Paul,MN,St. Paul Downtown Holman Field
15021,St. Marys,PA,St. Marys Municipal
15023,Santa Rosa,CA,Charles M. Schulz - Sonoma County
15024,Charlotte Amalie,VI,Cyril E King
15027,Christiansted,VI,Henry E. Rohlsen
15030,Stuart,FL,Witham Field
15032,Sundance,WY,Schloredt
15033,Sturgeon Bay,WI,Door County Cherryland
15040,Sumter,SC,Sumter Airport
15041,Sun Valley/Hailey/Ketchum,ID,Friedman Memorial
15042,Sunriver,OR,Sunriver Airport
15043,St. Louis,MO,Spirit of St. Louis
15045,Fairfield,CA,Travis AFB
15047,Superior,WI,Richard I Bong
15048,Sioux City,IA,Sioux Gateway Brig Gen Bud Day Field
15049,Savoonga,AK,Savoonga Airport
15051,Silver City/Hurley,NM,Grant County
15054,Statesville,NC,Statesville Regional
15057,Savannah,GA,Hunter AAF
15061,Stevens Village,AK,Stevens Village Airport
15063,Sparrevohn,AK,Sparrevohn LRRS
15069,Seward,AK,Seward Airport
15070,Newburgh/Poughkeepsie,NY,New York Stewart International
15074,Stillwater,OK,Stillwater Regional
15078,Sweetwater,TX,Avenger Field
15085,Sheldon Point,AK,Nunam Iqua
15086,Soldotna,AK,Soldotna Airport
15089,Sidney,NY,Sidney Municipal
15090,Shemya,AK,Eareckson AS
15091,Seal Bay,AK,Seal Bay Airport
15093,Shelbyville/Tullahoma,TN,Bomar Field-Shelbyville Municipal
15094,Stanton,MN,Stanton Airfield
15096,Syracuse,NY,Syracuse Hancock International
15108,Knob Noster,MO,Whiteman AFB
15110,Santa Paula,CA,Santa Paula Airport
15117,Trinidad,CO,Las Animas County
15124,Tanana,AK,Ralph M Calhoun Memorial
15132,Tau,TT,Tau Airport
15138,Fort Leonard Wood,MO,Waynesville-St. Robert Regional Forney Field
15141,Statesboro,GA,Statesboro-Bulloch County
15148,Tucumcari,NM,Tucumcari Municipal
15153,Tuscaloosa,AL,Tuscaloosa National
15154,Tacoma,WA,McChord Field
15159,Truth Or Consequences,NM,Truth Or Consequences Municipal
15160,Takotna,AK,Takotna Airport
15163,Roxboro,NC,Raleigh Regional at Person County
15164,Amarillo,TX,Tradewind
15165,Toledo,OH,Metcalf Field
15167,Teterboro,NJ,Teterboro Airport
15170,Tetlin,AK,Tetlin Airport
15171,Tatitlek,AK,Tatitlek Airport
15177,Telluride,CO,Telluride Regional
15185,Tuskegee,AL,Sharpe Field
15195,Tullahoma,TN,Tullahoma Regional Airport/William Northern Field
15200,Thermopolis,WY,Hot Springs County Thermopolis Municipal
15203,York,PA,York Airport
15211,Oklahoma City,OK,Tinker AFB
15215,Tinian,TT,Francisco Manglona Borja Tinian International
15220,Tacoma,WA,Tacoma Narrows
15221,Titusville,FL,Space Coast Regional
15228,Talkeetna,AK,Talkeetna Airport
15231,Tenakee,AK,Tenakee Airport
15232,Truckee,CA,Truckee Tahoe
15235,Tokeen,AK,Tokeen Airport
15236,Tok,AK,Tok Junction
15238,Taku Lodge,AK,Taku Seaplane Base
15245,Teller,AK,Teller Airport
15248,Telida,AK,Telida Airport
15249,Tallahassee,FL,Tallahassee International
15250,Tatalina,AK,Tatalina LRRS
15255,Tulare,CA,Mefford Field
15257,Tuluksak,AK,Tuluksak Airport
15259,Tifton,GA,Henry Tift Myers
15260,Miami,FL,Miami Executive
15270,Lebanon,TN,Lebanon Municipal
15271,Sparta,TN,Upper Cumberland Regional
15272,Lewisburg,TN,Ellington
15273,Pulaski,TN,Abernathy Field
15274,Lexington,TN,Franklin Wilkins
15275,Dyersburg,TN,Dyersburg Regional
15276,Winchester,TN,Winchester Municipal
15278,Tin City,AK,Tin City LRRS
15282,Tununak,AK,Tununak Airport
15284,Twentynine Palms,CA,Twentynine Palms Airport
15286,Miami,FL,Dade-Collier Training and Transition
15287,Newton,IA,Newton Municipal Earl Johnson Field
15289,Torrance,CA,Zamperini Field
15293,Togiak,AK,Togiak Airport
15295,Toledo,OH,Eugene F Kranz Toledo Express
15297,Topeka,KS,Philip Billard Municipal
15299,Torrington,WY,Torrington Municipal
15304,Tampa,FL,Tampa International
15305,Topeka,KS,Allen Air Park
15307,Tampa,FL,Peter O'Knight
15308,Tonopah,NV,Tonopah Airport
15310,Temple,TX,Draughon-Miller Central Texas Regional
15322,Trona,CA,Trona Airport
15323,Bristol/Johnson City/Kingsport,TN,Tri Cities
15325,Thermal,CA,Jacqueline Cochran Regional
15339,Tanacross,AK,Tanacross Airport
15342,Taos,NM,Taos Regional
15344,Tehachapi,CA,Tehachapi Municipal
15346,New York,NY,East 34th Street Heliport
15351,Troutdale,OR,Portland Troutdale
15356,Trenton,NJ,Trenton Mercer
15367,Tullahoma,TN,Arnold AFB
15370,Tulsa,OK,Tulsa International
15374,Tupelo,MS,Tupelo Regional
15376,Tucson,AZ,Tucson International
15380,Traverse City,MI,Cherry Capital
15381,Thief River Falls,MN,Thief River Falls Regional
15382,Thomasville,GA,Thomasville Regional
15383,Lake Tahoe,CA,Lake Tahoe Airport
15385,Twin Hills,AK,Twin Hills Airport
15387,Port Townsend,WA,Jefferson County International
15388,Taylor,AK,Taylor Airport
15389,Twin Falls,ID,Joslin Field - Magic Valley Regional
15390,Two Harbors,CA,Two Harbors Airport
15393,Mesquite,TX,Mesquite Metro
15394,Denver City,TX,Denver City Airport
15395,Port Isabel,TX,Cameron County
15396,Ballinger,TX,Bruce Field
15397,Cleburne,TX,Cleburne Regional
15398,Horseshoe Bay,TX,Horseshoe Bay Resort
15399,Post,TX,Post Garza County Municipal
15401,Texarkana,AR,Texarkana Regional-Webb Field
15406,Tyonek,AK,Tyonek Airport
15411,Tyler,TX,Tyler Pounds Regional
15412,Knoxville,TN,McGhee Tyson
15413,Taylor,AZ,Taylor Airport
15422,Guam,TT,Andersen AFB
15427,Chatham,MA,Chatham Municipal
15430,Columbus,MS,Columbus-Lowndes County
15431,Utica/Rome,NY,Oneida County
15433,Union City,TN,Everett-Stewart Regional
15434,Bermuda Dunes,CA,Bermuda Dunes Airport
15435,Darlington,SC,Darlington County
15440,Waukesha,WI,Waukesha County
15443,Ugashik,AK,Ugashik Airport
15444,Pilot Point,AK,Ugashik Bay
15446,Uganik,AK,Uganik Airport
15447,Waukegan,IL,Waukegan National
15448,Ugashik,AK,Ugashik Airport
15454,Quincy,IL,Quincy Regional-Baldwin Field
15458,Ukiah,CA,Ukiah Municipal
15462,New Ulm,MN,New Ulm Municipal
15465,Ulysses,KS,Ulysses Airport
15467,Umnak,AK,North Shore
15470,Summit,AK,Summit Airport
15472,Umiat,AK,Umiat Airport
15478,Unalakleet,AK,Unalakleet Airport
15479,Umnak,AK,Umnak Airport
15481,Oxford,MS,University-Oxford
15484,Upolo Point,HI,Upolu
15485,Queens,AK,The Queens
15494,Usibelli,AK,Usi Belli Coal Mine
15497,St. Augustine,FL,Northeast Florida Regional
15498,Heber,UT,Heber Valley
15502,Tunica,MS,Tunica Municipal
15504,Utopia,AK,Indian Mountain LRRS
15508,Kuparuk,AK,North Kuparuk
15511,Uvalde,TX,Garner Field
15515,Lik Camp,AK,Lik Camp Airport
15517,Hawley,MN,Hawley Municipal
15518,Chowchilla,CA,Chowchilla Airport
15519,Faulkton,SD,Faulkton Municipal
15520,St. Anthony,ID,Stanford Field
15521,Dutch John,UT,Dutch John Airport
15523,Calder Bay,AK,Calder Bay Airport
15524,Richmond,KY,Central Kentucky Regional
15525,Petaluma,CA,Petaluma Municipal
15526,Chariot,AK,Chariot Airport
15527,47-Mile Mine,AK,47-Mile Mine Airport
15528,Prestonsburg,KY,Big Sandy Regional
15529,Fitchburg,MA,Fitchburg Municipal
15530,Bay St. Louis,MS,Stennis International
15532,Monument Valley,UT,Monument Valley Airport
15533,Cimarron,KS,Cimarron Municipal
15534,Lorain/Elyria,OH,Lorain County Regional
15535,Cheboygan,MI,Cheboygan County
15536,Enterprise,OR,Enterprise Municipal
15537,Cookeville,TN,Putnam County
15538,Hot Springs,MT,Hot Springs Airport
15539,Circle,MT,Circle Town County
15540,Garrison,ND,Garrison Municipal
15545,Emporia,VA,Emporia Greensville Regional
15546,Chesapeake,VA,Chesapeake Regional
15547,Marion/Wytheville,VA,Mountain Empire
15548,Leesburg,VA,Leesburg Executive
15550,Valdosta,GA,Moody AFB
15554,Chevak,AK,Chevak Airport
15561,Lompoc,CA,Vandenberg Sfb
15565,View Cove,AK,View Cove Airport
15569,Victoria,TX,Victoria Regional
15570,Victorville,CA,Southern California Logistics
15574,Vidalia,GA,Vidalia Regional
15579,Valdez,AK,Valdez Pioneer Field
15581,Venetie,AK,Venetie Airport
15582,Vernal,UT,Vernal Regional
15583,Versailles,MO,Roy Otten Memorial Airfield
15589,Las Vegas,NV,North Las Vegas
15597,Vichy,MO,Rolla National
15599,Kavik River,AK,Kavik River Airport
15601,Visalia,CA,Visalia Municipal
15605,Vicksburg,MS,Vicksburg Municipal
15607,Valdosta,GA,Valdosta Regional
15615,Venice,FL,Venice Municipal
15618,Van Nuys,CA,Van Nuys Airport
15620,Camp Douglas,WI,Volk Field
15622,Cartersville,GA,Cartersville Airport
15624,Valparaiso,FL,Eglin AFB Destin Fort Walton Beach
15625,Valparaiso,IN,Porter County Regional
15626,Vieques,PR,Antonio Rivera Rodriguez
15628,Vero Beach,FL,Vero Beach Regional
15634,Springfield,VT,Hartness State
15637,Valentine,NE,Miller Field
15639,Albemarle,NC,Stanly County
15640,Vancouver,WA,Pearson Field
15646,Headland,AL,Headland Municipal
15647,Myrtle Creek,OR,Myrtle Creek Municipal
15648,Gallatin,TN,Music City Exec
15649,Hanford,CA,Hanford Municipal
15650,Chelan,WA,Lake Chelan
15651,Custer,SD,Custer County
15652,Garibaldi,OR,Tillamook
15653,Midland/Odessa,TX,Odessa Schlemeyer Field
15654,California City,CA,California City Municipal
15655,Cameron,SC,McNeil
15656,Saratoga Springs,NY,Saratoga County
15657,Bemidji,MN,Nary National Shefland Field
15658,Weed,CA,Weed Airport
15659,Parker,AZ,Avi Suquilla
15660,Arlington,WA,Arlington Municipal
15661,Bernard,ID,Bernard Usfs
15662,Lodi,CA,Kingdon Airpark
15663,Independence,CA,Independence Airport
15664,Wichita,KS,Colonel James Jabara
15665,Americus,GA,Jimmy Carter Regional
15668,Deer Lodge,MT,Deer Lodge-City-County
15669,Hondo,TX,South Texas Regional at Hondo
15671,Granite Creek Mine,AK,Granite Creek Mine Airport
15675,Peru,IL,Illinois Valley Regional
15676,Marvel Creek Mine,AK,Marvel Creek Mine Airport
15677,Mitrofania,AK,Mitrofania Airport
15678,Mush Bay,AK,Mush Bay Airport
15679,Campbell Lagoon,AK,Campbell Lagoon Airport
15680,Frazer Lake,AK,Frazer Lake Airport
15681,Afognak Straits,AK,Afognak Straits Airport
15682,Moffet Bay,AK,Moffet Bay Airport
15683,Mineola,TX,Mineola Wisener Field
15684,Brundidge,AL,Brundidge Municipal
15685,Payette,ID,Payette Municipal
15687,Los Alamitos,CA,Los Alamitos AAF
15688,Jensens Strip,AK,Jensens Strip Airport
15689,Wildman Creek,AK,Wildman Creek Airport
15690,Stepovak,AK,Stepovak Airport
15692,Puale Bay,AK,Puale Bay Airport
15693,Katmai Bay,AK,Katmai Bay Airport
15694,Kashvik Bay,AK,Kashvik Bay Airport
15695,Cinder Mountain,AK,Cinder Mountain Airport
15696,Hagemeister Island,AK,Hagemeister Island Airport
15697,Cape Peirce,AK,Cape Peirce Airport
15698,Cape Greig,AK,Cape Greig Airport
15700,Katmai Lodge,AK,Katmai Lodge Airport
15701,South St. Paul,MN,South St. Paul Municipal-Richard E. Fleming Field
15703,Mansfield,WA,Mansfield Airport
15704,Burlington,WA,Bayview Farms
15705,Medical Lake,WA,Isaacson
15706,Winthrop,WA,Methow Valley State
15707,Stehekin,WA,Stehekin Seaplane Landing
15708,Chelan,WA,Chelan Seaplane Landing
15709,Wales,AK,Wales Airport
15713,Chincoteague,VA,Wallops Flight Facility
15714,Warsaw,IN,Warsaw Municipal
15715,Washington,DC,Washington DC Metropolitan Area
15721,Stebbins,AK,Stebbins Airport
15722,Commerce/Montebello,CA,Commerce/Montebello Heliport
15724,Woburn,MA,Woburn Airport
15725,Beaver,AK,Beaver Airport
15726,Big Rapids,MI,Roben-Hood
15727,Bennettsville,SC,Bennettsville Airport
15728,Downtown,CA,Downtown Airport
15730,Whalers Cove Lodge,AK,Whalers Cove Lodge Airport
15731,Chandalar,AK,Chandalar Lake
15732,Wide Bay,AK,Wide Bay Airport
15734,Enid,OK,Enid Woodring Regional
15736,Eastsound,WA,Waldron Airstrip
15737,Winder,GA,Barrow County
15741,Ketchikan,AK,Ketchikan Waterfront Seaplane Base
15749,Winchester,VA,Winchester Regional
15751,Frenchville,ME,Northern Aroostook Regional
15754,Hyder,AK,Hyder Seaplane Base
15758,Eagle,CO,Vail/Avon
15759,Wharton,TX,Wharton Regional
15760,Black River Falls,WI,Black River Falls Area
15761,Phillips,WI,Price County
15762,Wilbur,WA,Wilbur Airport
15769,Lancaster,CA,General William J. Fox Airfield
15774,Aleknagik,AK,Aleknagik New
15775,Waikoloa Village,HI,Waikoloa Heliport
15779,Philadelphia,PA,Penns Landing Seaplane Base
15781,Labouchere Bay,AK,Labouchere Bay Airport
15782,Winfield,KS,Strother Field
15785,Selawik,AK,Selawik Airport
15786,Waltham,MA,Waltham Hospital Heliport
15789,Willows,CA,Willows Glenn County
15791,Winnemucca,NV,Winnemucca Municipal
15792,Mountain Home,AR,Baxter County
15793,Meyers Chuck,AK,Meyers Chuck Seaplane Base
15794,White Mountain,AK,White Mountain Airport
15798,Napakiak,AK,Napakiak Airport
15805,Wood River,AK,Wood River Airport
15807,Willow,AK,Willow Airport
15813,Ovid,NY,Ovid Airport
15814,Mandan,ND,Mandan Regional Lawler Field
15815,Hamilton,MT,Ravalli County
15816,Tulelake,CA,Tulelake Municipal
15817,Dinsmore,CA,Dinsmore Airport
15818,Rigby,ID,Rigby Airport
15819,Hesperia,CA,Hesperia Airport
15820,Dorris,CA,Butte Valley
15821,Connell,WA,Connell City
15822,Peard Bay,AK,Peard Bay Airport
15823,Townsend,MT,Broadwater County
15824,Bluff,AK,Bluff Airport
15825,Lake Charles,LA,Chennault International
15826,Campbellsville,KY,Taylor County
15827,Rosamond,CA,Rosamond Skypark
15828,Oceano,CA,Oceano County
15829,Fairburn,SD,Custer State Park
15830,Naknek,AK,Tibbetts
15831,Poplar,MT,Poplar Municipal
15832,Bridger,MT,Bridger Municipal
15833,Portales,NM,Portales Municipal
15835,David River,AK,David River Airport
15836,Kiavak,AK,Kiavak Airport
15837,Port Wakefield,AK,Port Wakefield Airport
15838,Chignik Lake,AK,Chignik Lake Airport
15839,Macon,GA,Robins AFB
15841,Wrangell,AK,Wrangell Airport
15842,Fort Dix,NJ,McGuire Field
15843,Worland,WY,Worland Municipal
15846,Steamboat Bay,AK,Steamboat Bay Airport
15847,Washington,PA,Washington County
15848,Shirley,NY,Brookhaven
15849,Wasilla,AK,Wasilla Airport
15850,San Juan,AK,San Juan Airport
15852,Wiseman,AK,Wiseman Airport
15853,South Naknek,AK,South Naknek 2
15855,Westerly,RI,Westerly State
15856,Westsound,WA,Westsound Airport
15859,New York,NY,World Trade Center Heliport
15861,Noatak,AK,Noatak Airport
15862,Tuntutuliak,AK,Tuntutuliak Airport
15864,Whiteriver,AZ,Whiteriver Airport
15866,Whittier,AK,Whittier Airport
15869,Duchesne,UT,Duchesne Municipal
15870,Ocean Shores,WA,Avco
15873,Charleston,WV,Mcs-Pad Heliport
15874,Falls Church,VA,Washington-Virginia
15877,Watsonville,CA,Watsonville Municipal
15879,Augusta/Waterville,ME,Waterville Regional
15881,Wasilla,AK,Wasilla Airport
15882,Cape May,NJ,Cape May County
15885,Whale Pass,AK,Whale Pass Airport
15886,Woodward,OK,West Woodward
15887,Newtok,AK,Mertarvik
15892,Pinedale,WY,Ralph Wenz Field
15894,Yes Bay,AK,Yes Bay Lodge Seaplane Base
15897,West Yellowstone,MT,Yellowstone
15907,Lake Geneva,WI,Americana
15915,Madison,SD,Madison Municipal
15919,Fayetteville,AR,Northwest Arkansas National
15927,Reston,VA,Reston Airport
15930,Tonopah,NV,Tonopah Test Range
15931,Leonardtown,MD,St. Mary's County Regional
15934,Granite Point,AK,Granite Point Ndb
15936,Yantarni Bay,AK,Yantarni Bay Airport
15938,Copalis,WA,Copalis State
15939,Jerome,ID,Jerome County
15941,Aztec,NM,Aztec Municipal
15943,Dexter,ME,Dexter Regional
15944,Port Orchard,WA,Port Orchard Airport
15945,Blackfoot,ID,McCarley Field
15947,Jupiter,FL,William P Gwinn
15948,Kimball,NE,Kimball Municipal/Robert E. Arraj Field
15952,Oliktok,AK,Oliktok LRRS
15953,Nushagak Bay,AK,Nushagak Bay Airport
15954,Marion,AL,Perry County
15956,Driggs,ID,Teton Peaks
15963,Clarendon,TX,Smiley Johnson Municipal/Bass Field
15964,Lakewood,NJ,Lakewood Airport
15966,Cambridge,MA,Arthur D. Little Heliport
15971,Willits,CA,Ells Field-Willits Municipal
15972,Hurricane,UT,General Dick Stout Field
15973,Lakeport,CA,Lampson Field
